     ksi;1.initialDensity;2.initialDensity;3.initialDensity;4.initialDensity;5.initialDensity;6.initialDensity;7.initialDensity;8.initialDensity;     tau;1.inputFlow;1.bunkerOutputFlow; 1.speed;2.inputFlow; 2.speed;3.inputFlow; 3.speed;4.inputFlow; 4.speed;5.inputFlow; 5.speed;6.inputFlow; 6.speed;6.connections.7;6.connections.8;7.inputFlow; 7.speed;8.inputFlow; 8.speed
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.56000;    0.30451;           0.58222; 0.58222;    0.40204; 0.43089;           ; 1.06662;    0.09201; 0.44906;    0.00410; 1.49726;           ; 0.61603;        0.40000;        0.60000;           ; 1.69653;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.57000;    0.30739;           0.57476; 0.57476;    0.39684; 0.44665;           ; 1.04631;    0.06693; 0.46493;    0.01631; 1.49932;           ; 0.58017;        0.40000;        0.60000;           ; 1.78117;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.58000;    0.31012;           0.56723; 0.56723;    0.39090; 0.46312;           ; 1.02336;    0.04540; 0.48728;    0.03633; 1.48908;           ; 0.56361;        0.40000;        0.60000;           ; 1.84023;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.59000;    0.31272;           0.55963; 0.55963;    0.38423; 0.48022;           ; 0.99799;    0.02776; 0.51574;    0.06366; 1.46679;           ; 0.56694;        0.40000;        0.60000;           ; 1.87085;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.60000;    0.31517;           0.55198; 0.55198;    0.37688; 0.49789;           ; 0.97042;    0.01428; 0.54986;    0.09763; 1.43302;           ; 0.59003;        0.40000;        0.60000;           ; 1.87158;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.61000;    0.31747;           0.54427; 0.54427;    0.36886; 0.51607;           ; 0.94089;    0.00517; 0.58911;    0.13740; 1.38858;           ; 0.63208;        0.40000;        0.60000;           ; 1.84236;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.62000;    0.31963;           0.53652; 0.53652;    0.36020; 0.53468;           ; 0.90967;    0.00058; 0.63288;    0.18200; 1.33457;           ; 0.69159;        0.40000;        0.60000;           ; 1.78462;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.63000;    0.32163;           0.52873; 0.52873;    0.35095; 0.55364;           ; 0.87703;    0.00058; 0.68046;    0.23033; 1.27233;           ; 0.76645;        0.40000;        0.60000;           ; 1.70112;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.64000;    0.32348;           0.52092; 0.52092;    0.34113; 0.57288;           ; 0.84326;    0.00517; 0.73110;    0.28119; 1.20338;           ; 0.85401;        0.40000;        0.60000;           ; 1.59589;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.65000;    0.32518;           0.51308; 0.51308;    0.33079; 0.59233;           ; 0.80866;    0.01428; 0.78402;    0.33333; 1.12942;           ; 0.95118;        0.40000;        0.60000;           ; 1.47400;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.66000;    0.32672;           0.50524; 0.50524;    0.31996; 0.61191;           ; 0.77355;    0.02776; 0.83837;    0.38548; 1.05227;           ; 1.05450;        0.40000;        0.60000;           ; 1.34133;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.67000;    0.32810;           0.49738; 0.49738;    0.30870; 0.63154;           ; 0.73822;    0.04540; 0.89330;    0.43634; 0.97384;           ; 1.16032;        0.40000;        0.60000;           ; 1.20425;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.68000;    0.32932;           0.48953; 0.48953;    0.29704; 0.65115;           ; 0.70300;    0.06693; 0.94794;    0.48466; 0.89605;           ; 1.26489;        0.40000;        0.60000;           ; 1.06938;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.69000;    0.33038;           0.48169; 0.48169;    0.28503; 0.67065;           ; 0.66820;    0.09201; 1.00143;    0.52926; 0.82083;           ; 1.36450;        0.40000;        0.60000;           ; 0.94321;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.70000;    0.33128;           0.47387; 0.47387;    0.27271; 0.68997;           ; 0.63412;    0.12023; 1.05293;    0.56904; 0.75001;           ; 1.45563;        0.40000;        0.60000;           ; 0.83181;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.71000;    0.33202;           0.46607; 0.46607;    0.26014; 0.70904;           ; 0.60107;    0.15115; 1.10162;    0.60301; 0.68535;           ; 1.53504;        0.40000;        0.60000;           ; 0.74056;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.72000;    0.33259;           0.45831; 0.45831;    0.24737; 0.72777;           ; 0.56934;    0.18430; 1.14674;    0.63033; 0.62843;           ; 1.59993;        0.40000;        0.60000;           ; 0.67385;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.73000;    0.33300;           0.45059; 0.45059;    0.23444; 0.74610;           ; 0.53922;    0.21913; 1.18757;    0.65035; 0.58067;           ; 1.64800;        0.40000;        0.60000;           ; 0.63488;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.74000;    0.33325;           0.44291; 0.44291;    0.22141; 0.76395;           ; 0.51097;    0.25511; 1.22347;    0.66256; 0.54323;           ; 1.67754;        0.40000;        0.60000;           ; 0.62555;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.75000;    0.33333;           0.43530; 0.43530;    0.20833; 0.78125;           ; 0.48483;    0.29167; 1.25388;    0.66667; 0.51704;           ; 1.68750;        0.40000;        0.60000;           ; 0.64629;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.76000;    0.33325;           0.42774; 0.42774;    0.19525; 0.79793;           ; 0.46106;    0.32822; 1.27831;    0.66256; 0.50274;           ; 1.67754;        0.40000;        0.60000;           ; 0.69611;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.77000;    0.33300;           0.42026; 0.42026;    0.18222; 0.81394;           ; 0.43984;    0.36420; 1.29638;    0.65035; 0.50068;           ; 1.64800;        0.40000;        0.60000;           ; 0.77261;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.78000;    0.33259;           0.41286; 0.41286;    0.16930; 0.82919;           ; 0.42138;    0.39904; 1.30780;    0.63033; 0.51092;           ; 1.59993;        0.40000;        0.60000;           ; 0.87210;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.79000;    0.33202;           0.40554; 0.40554;    0.15652; 0.84364;           ; 0.40584;    0.43218; 1.31240;    0.60301; 0.53321;           ; 1.53504;        0.40000;        0.60000;           ; 0.98980;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.80000;    0.33128;           0.39832; 0.39832;    0.14395; 0.85723;           ; 0.39335;    0.46310; 1.31011;    0.56904; 0.56698;           ; 1.45563;        0.40000;        0.60000;           ; 1.12003;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.81000;    0.33038;           0.39119; 0.39119;    0.13164; 0.86990;           ; 0.38403;    0.49133; 1.30094;    0.52926; 0.61142;           ; 1.36450;        0.40000;        0.60000;           ; 1.25652;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.82000;    0.32932;           0.38418; 0.38418;    0.11963; 0.88161;           ; 0.37796;    0.51640; 1.28507;    0.48466; 0.66543;           ; 1.26489;        0.40000;        0.60000;           ; 1.39269;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.83000;    0.32810;           0.37727; 0.37727;    0.10797; 0.89230;           ; 0.37519;    0.53793; 1.26272;    0.43634; 0.72767;           ; 1.16032;        0.40000;        0.60000;           ; 1.52200;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.84000;    0.32672;           0.37049; 0.37049;    0.09670; 0.90194;           ; 0.37574;    0.55557; 1.23426;    0.38548; 0.79662;           ; 1.05450;        0.40000;        0.60000;           ; 1.63820;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.85000;    0.32518;           0.36384; 0.36384;    0.08588; 0.91048;           ; 0.37962;    0.56906; 1.20014;    0.33333; 0.87058;           ; 0.95118;        0.40000;        0.60000;           ; 1.73570;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.86000;    0.32348;           0.35732; 0.35732;    0.07554; 0.91790;           ; 0.38678;    0.57817; 1.16089;    0.28119; 0.94773;           ; 0.85401;        0.40000;        0.60000;           ; 1.80981;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.87000;    0.32163;           0.35094; 0.35094;    0.06572; 0.92416;           ; 0.39717;    0.58276; 1.11712;    0.23033; 1.02616;           ; 0.76645;        0.40000;        0.60000;           ; 1.85695;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.88000;    0.31963;           0.34471; 0.34471;    0.05646; 0.92924;           ; 0.41069;    0.58276; 1.06954;    0.18200; 1.10395;           ; 0.69159;        0.40000;        0.60000;           ; 1.87486;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.89000;    0.31747;           0.33864; 0.33864;    0.04781; 0.93312;           ; 0.42722;    0.57817; 1.01890;    0.13740; 1.17917;           ; 0.63208;        0.40000;        0.60000;           ; 1.86267;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.90000;    0.31517;           0.33272; 0.33272;    0.03979; 0.93579;           ; 0.44662;    0.56906; 0.96598;    0.09763; 1.24999;           ; 0.59003;        0.40000;        0.60000;           ; 1.82098;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.91000;    0.31272;           0.32696; 0.32696;    0.03243; 0.93723;           ; 0.46871;    0.55557; 0.91163;    0.06366; 1.31465;           ; 0.56694;        0.40000;        0.60000;           ; 1.75178;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.92000;    0.31012;           0.32138; 0.32138;    0.02577; 0.93743;           ; 0.49329;    0.53793; 0.85670;    0.03633; 1.37157;           ; 0.56361;        0.40000;        0.60000;           ; 1.65841;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.93000;    0.30739;           0.31598; 0.31598;    0.01983; 0.93640;           ; 0.52016;    0.51640; 0.80206;    0.01631; 1.41933;           ; 0.58017;        0.40000;        0.60000;           ; 1.54537;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.94000;    0.30451;           0.31075; 0.31075;    0.01463; 0.93415;           ; 0.54906;    0.49133; 0.74857;    0.00410; 1.45677;           ; 0.61603;        0.40000;        0.60000;           ; 1.41810;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.95000;    0.30150;           0.30571; 0.30571;    0.01020; 0.93067;           ; 0.57975;    0.46310; 0.69707;    0.00000; 1.48296;           ; 0.66993;        0.40000;        0.60000;           ; 1.28274;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.96000;    0.29836;           0.30087; 0.30087;    0.00655; 0.92599;           ; 0.61195;    0.43218; 0.64838;    0.00410; 1.49726;           ; 0.73994;        0.40000;        0.60000;           ; 1.14580;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.97000;    0.29509;           0.29622; 0.29622;    0.00369; 0.92012;           ; 0.64538;    0.39904; 0.60326;    0.01631; 1.49932;           ; 0.82360;        0.40000;        0.60000;           ; 1.01387;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.98000;    0.29169;           0.29177; 0.29177;    0.00164; 0.91308;           ; 0.67973;    0.36420; 0.56243;    0.03633; 1.48908;           ; 0.91793;        0.40000;        0.60000;           ; 0.89333;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;84.99000;    0.28816;           0.28753; 0.28753;    0.00041; 0.90491;           ; 0.71471;    0.32822; 0.52653;    0.06366; 1.46679;           ; 1.01960;        0.40000;        0.60000;           ; 0.78996;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.00000;    0.28452;           0.28349; 0.28349;    0.00000; 0.89563;           ; 0.75000;    0.29167; 0.49612;    0.09763; 1.43302;           ; 1.12500;        0.40000;        0.60000;           ; 0.70875;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.01000;    0.28076;           0.27967; 0.27967;    0.00041; 0.88529;           ; 0.78529;    0.25511; 0.47169;    0.13740; 1.38858;           ; 1.23040;        0.40000;        0.60000;           ; 0.65361;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.02000;    0.27689;           0.27607; 0.27607;    0.00164; 0.87392;           ; 0.82027;    0.21913; 0.45362;    0.18200; 1.33457;           ; 1.33207;        0.40000;        0.60000;           ; 0.62719;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.03000;    0.27290;           0.27269; 0.27269;    0.00369; 0.86156;           ; 0.85462;    0.18430; 0.44220;    0.23033; 1.27233;           ; 1.42640;        0.40000;        0.60000;           ; 0.63078;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.04000;    0.26882;           0.26953; 0.26953;    0.00655; 0.84827;           ; 0.88805;    0.15115; 0.43760;    0.28119; 1.20338;           ; 1.51006;        0.40000;        0.60000;           ; 0.66419;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.05000;    0.26463;           0.26660; 0.26660;    0.01020; 0.83410;           ; 0.92025;    0.12023; 0.43989;    0.33333; 1.12942;           ; 1.58007;        0.40000;        0.60000;           ; 0.72582;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.06000;    0.26035;           0.26391; 0.26391;    0.01463; 0.81911;           ; 0.95094;    0.09201; 0.44906;    0.38548; 1.05227;           ; 1.63397;        0.40000;        0.60000;           ; 0.81269;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.07000;    0.25597;           0.26144; 0.26144;    0.01983; 0.80335;           ; 0.97984;    0.06693; 0.46493;    0.43634; 0.97384;           ; 1.66983;        0.40000;        0.60000;           ; 0.92063;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.08000;    0.25151;           0.25921; 0.25921;    0.02577; 0.78688;           ; 1.00671;    0.04540; 0.48728;    0.48466; 0.89605;           ; 1.68639;        0.40000;        0.60000;           ; 1.04443;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.09000;    0.24696;           0.25722; 0.25722;    0.03243; 0.76978;           ; 1.03129;    0.02776; 0.51574;    0.52926; 0.82083;           ; 1.68306;        0.40000;        0.60000;           ; 1.17814;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.10000;    0.24233;           0.25546; 0.25546;    0.03979; 0.75211;           ; 1.05338;    0.01428; 0.54986;    0.56904; 0.75001;           ; 1.65997;        0.40000;        0.60000;           ; 1.31530;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.11000;    0.23763;           0.25395; 0.25395;    0.04781; 0.73393;           ; 1.07278;    0.00517; 0.58911;    0.60301; 0.68535;           ; 1.61792;        0.40000;        0.60000;           ; 1.44932;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.12000;    0.23286;           0.25268; 0.25268;    0.05646; 0.71532;           ; 1.08931;    0.00058; 0.63288;    0.63033; 0.62843;           ; 1.55841;        0.40000;        0.60000;           ; 1.57374;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.13000;    0.22802;           0.25166; 0.25166;    0.06572; 0.69636;           ; 1.10283;    0.00058; 0.68046;    0.65035; 0.58067;           ; 1.48355;        0.40000;        0.60000;           ; 1.68257;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.14000;    0.22312;           0.25088; 0.25088;    0.07554; 0.67712;           ; 1.11322;    0.00517; 0.73110;    0.66256; 0.54323;           ; 1.39599;        0.40000;        0.60000;           ; 1.77056;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.15000;    0.21817;           0.25034; 0.25034;    0.08588; 0.65767;           ; 1.12038;    0.01428; 0.78402;    0.66667; 0.51704;           ; 1.29882;        0.40000;        0.60000;           ; 1.83348;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.16000;    0.21317;           0.25005; 0.25005;    0.09670; 0.63809;           ; 1.12426;    0.02776; 0.83837;    0.66256; 0.50274;           ; 1.19550;        0.40000;        0.60000;           ; 1.86829;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.17000;    0.20811;           0.25001; 0.25001;    0.10797; 0.61846;           ; 1.12481;    0.04540; 0.89330;    0.65035; 0.50068;           ; 1.08968;        0.40000;        0.60000;           ; 1.87332;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.18000;    0.20302;           0.25022; 0.25022;    0.11963; 0.59885;           ; 1.12204;    0.06693; 0.94794;    0.63033; 0.51092;           ; 0.98511;        0.40000;        0.60000;           ; 1.84833;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.19000;    0.19790;           0.25067; 0.25067;    0.13164; 0.57935;           ; 1.11597;    0.09201; 1.00143;    0.60301; 0.53321;           ; 0.88550;        0.40000;        0.60000;           ; 1.79452;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.20000;    0.19274;           0.25137; 0.25137;    0.14395; 0.56003;           ; 1.10665;    0.12023; 1.05293;    0.56904; 0.56698;           ; 0.79437;        0.40000;        0.60000;           ; 1.71448;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.21000;    0.18756;           0.25231; 0.25231;    0.15652; 0.54096;           ; 1.09416;    0.15115; 1.10162;    0.52926; 0.61142;           ; 0.71496;        0.40000;        0.60000;           ; 1.61207;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.22000;    0.18235;           0.25350; 0.25350;    0.16930; 0.52223;           ; 1.07862;    0.18430; 1.14674;    0.48466; 0.66543;           ; 0.65007;        0.40000;        0.60000;           ; 1.49222;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.23000;    0.17713;           0.25493; 0.25493;    0.18222; 0.50390;           ; 1.06016;    0.21913; 1.18757;    0.43634; 0.72767;           ; 0.60200;        0.40000;        0.60000;           ; 1.36070;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.24000;    0.17190;           0.25661; 0.25661;    0.19525; 0.48605;           ; 1.03894;    0.25511; 1.22347;    0.38548; 0.79662;           ; 0.57246;        0.40000;        0.60000;           ; 1.22385;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.25000;    0.16667;           0.25852; 0.25852;    0.20833; 0.46875;           ; 1.01517;    0.29167; 1.25388;    0.33333; 0.87058;           ; 0.56250;        0.40000;        0.60000;           ; 1.08826;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.26000;    0.16143;           0.26067; 0.26067;    0.22141; 0.45207;           ; 0.98903;    0.32822; 1.27831;    0.28119; 0.94773;           ; 0.57246;        0.40000;        0.60000;           ; 0.96046;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.27000;    0.15620;           0.26306; 0.26306;    0.23444; 0.43606;           ; 0.96078;    0.36420; 1.29638;    0.23033; 1.02616;           ; 0.60200;        0.40000;        0.60000;           ; 0.84661;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.28000;    0.15098;           0.26568; 0.26568;    0.24737; 0.42081;           ; 0.93066;    0.39904; 1.30780;    0.18200; 1.10395;           ; 0.65007;        0.40000;        0.60000;           ; 0.75218;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.29000;    0.14578;           0.26853; 0.26853;    0.26014; 0.40636;           ; 0.89893;    0.43218; 1.31240;    0.13740; 1.17917;           ; 0.71496;        0.40000;        0.60000;           ; 0.68174;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.30000;    0.14059;           0.27161; 0.27161;    0.27271; 0.39277;           ; 0.86588;    0.46310; 1.31011;    0.09763; 1.24999;           ; 0.79437;        0.40000;        0.60000;           ; 0.63866;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.31000;    0.13544;           0.27492; 0.27492;    0.28503; 0.38010;           ; 0.83180;    0.49133; 1.30094;    0.06366; 1.31465;           ; 0.88550;        0.40000;        0.60000;           ; 0.62503;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.32000;    0.13031;           0.27845; 0.27845;    0.29704; 0.36839;           ; 0.79700;    0.51640; 1.28507;    0.03633; 1.37157;           ; 0.98511;        0.40000;        0.60000;           ; 0.64151;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.33000;    0.12522;           0.28220; 0.28220;    0.30870; 0.35770;           ; 0.76178;    0.53793; 1.26272;    0.01631; 1.41933;           ; 1.08968;        0.40000;        0.60000;           ; 0.68729;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.34000;    0.12017;           0.28616; 0.28616;    0.31996; 0.34806;           ; 0.72645;    0.55557; 1.23426;    0.00410; 1.45677;           ; 1.19550;        0.40000;        0.60000;           ; 0.76018;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.35000;    0.11516;           0.29033; 0.29033;    0.33079; 0.33952;           ; 0.69134;    0.56906; 1.20014;    0.00000; 1.48296;           ; 1.29882;        0.40000;        0.60000;           ; 0.85665;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.36000;    0.11021;           0.29471; 0.29471;    0.34113; 0.33210;           ; 0.65674;    0.57817; 1.16089;    0.00410; 1.49726;           ; 1.39599;        0.40000;        0.60000;           ; 0.97208;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.37000;    0.10531;           0.29930; 0.29930;    0.35095; 0.32584;           ; 0.62297;    0.58276; 1.11712;    0.01631; 1.49932;           ; 1.48355;        0.40000;        0.60000;           ; 1.10089;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.38000;    0.10048;           0.30408; 0.30408;    0.36020; 0.32076;           ; 0.59033;    0.58276; 1.06954;    0.03633; 1.48908;           ; 1.55841;        0.40000;        0.60000;           ; 1.23688;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.39000;    0.09570;           0.30905; 0.30905;    0.36886; 0.31688;           ; 0.55911;    0.57817; 1.01890;    0.06366; 1.46679;           ; 1.61792;        0.40000;        0.60000;           ; 1.37351;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.40000;    0.09100;           0.31421; 0.31421;    0.37688; 0.31421;           ; 0.52958;    0.56906; 0.96598;    0.09763; 1.43302;           ; 1.65997;        0.40000;        0.60000;           ; 1.50419;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.41000;    0.08637;           0.31956; 0.31956;    0.38423; 0.31277;           ; 0.50201;    0.55557; 0.91163;    0.13740; 1.38858;           ; 1.68306;        0.40000;        0.60000;           ; 1.62262;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.42000;    0.08183;           0.32508; 0.32508;    0.39090; 0.31257;           ; 0.47664;    0.53793; 0.85670;    0.18200; 1.33457;           ; 1.68639;        0.40000;        0.60000;           ; 1.72310;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.43000;    0.07736;           0.33078; 0.33078;    0.39684; 0.31360;           ; 0.45369;    0.51640; 0.80206;    0.23033; 1.27233;           ; 1.66983;        0.40000;        0.60000;           ; 1.80080;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.44000;    0.07299;           0.33664; 0.33664;    0.40204; 0.31585;           ; 0.43338;    0.49133; 0.74857;    0.28119; 1.20338;           ; 1.63397;        0.40000;        0.60000;           ; 1.85197;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.45000;    0.06870;           0.34267; 0.34267;    0.40647; 0.31933;           ; 0.41587;    0.46310; 0.69707;    0.33333; 1.12942;           ; 1.58007;        0.40000;        0.60000;           ; 1.87414;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.46000;    0.06452;           0.34885; 0.34885;    0.41012; 0.32401;           ; 0.40133;    0.43218; 0.64838;    0.38548; 1.05227;           ; 1.51006;        0.40000;        0.60000;           ; 1.86625;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.47000;    0.06043;           0.35518; 0.35518;    0.41298; 0.32988;           ; 0.38989;    0.39904; 0.60326;    0.43634; 0.97384;           ; 1.42640;        0.40000;        0.60000;           ; 1.82868;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.48000;    0.05645;           0.36165; 0.36165;    0.41502; 0.33692;           ; 0.38164;    0.36420; 0.56243;    0.48466; 0.89605;           ; 1.33207;        0.40000;        0.60000;           ; 1.76323;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.49000;    0.05258;           0.36826; 0.36826;    0.41626; 0.34509;           ; 0.37666;    0.32822; 0.52653;    0.52926; 0.82083;           ; 1.23040;        0.40000;        0.60000;           ; 1.67307;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.50000;    0.04882;           0.37500; 0.37500;    0.41667; 0.35437;           ; 0.37500;    0.29167; 0.49612;    0.56904; 0.75001;           ; 1.12500;        0.40000;        0.60000;           ; 1.56252;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.51000;    0.04517;           0.38186; 0.38186;    0.41626; 0.36471;           ; 0.37666;    0.25511; 0.47169;    0.60301; 0.68535;           ; 1.01960;        0.40000;        0.60000;           ; 1.43693;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.52000;    0.04165;           0.38884; 0.38884;    0.41502; 0.37608;           ; 0.38164;    0.21913; 0.45362;    0.63033; 0.62843;           ; 0.91793;        0.40000;        0.60000;           ; 1.30232;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.53000;    0.03825;           0.39593; 0.39593;    0.41298; 0.38844;           ; 0.38989;    0.18430; 0.44220;    0.65035; 0.58067;           ; 0.82360;        0.40000;        0.60000;           ; 1.16520;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.54000;    0.03497;           0.40312; 0.40312;    0.41012; 0.40173;           ; 0.40133;    0.15115; 0.43760;    0.66256; 0.54323;           ; 0.73994;        0.40000;        0.60000;           ; 1.03217;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.55000;    0.03183;           0.41041; 0.41041;    0.40647; 0.41590;           ; 0.41587;    0.12023; 0.43989;    0.66667; 0.51704;           ; 0.66993;        0.40000;        0.60000;           ; 0.90962;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.56000;    0.02882;           0.41778; 0.41778;    0.40204; 0.43089;           ; 0.43338;    0.09201; 0.44906;    0.66256; 0.50274;           ; 0.61603;        0.40000;        0.60000;           ; 0.80347;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;85.57000;    0.02595;           0.42524; 0.42524;    0.39684; 0.44665;           ; 0.45369;    0.06693; 0.46493;    0.65035; 0.50068;           ; 0.58017;        0.40000;        0.60000;           ; 0.71883;           ; 0.92578
